headlines,date
"Atlas Air Worldwide Shares Jump 28% on Transport, Equity Deal With Amazon.com",05-05-16
"InvestorsObserver releases covered-call reports for Amazon.com, McDonald's, ONEOK, Welltower Inc. and Activision Blizzard",05-05-16
Recode: Deal near to bring Amazon video app onto Apple TV,05-05-17
"Atlas Air Worldwide Q1 EPS Beats, Sales In Line; Sees Lower FY16 EPS Due to Amazon Deal - Shares Up 26%",05-05-16
"Midday Update: Stocks Higher With Oil, But Gains Tempered by Earnings, Jobless Claims",05-05-16
"Amazon Inks 10-Year Partnership With Atlas Air to Provide, Operate 20 767 Aircraft",05-05-16
Market Chatter: Amazon.com Close To Deal To Launch Video App On Apple TV,05-05-17
Vice President Zapolsky David Sells $751.9K of AMZN on 5/3/16,05-05-16
Chairman of the Board Bezos Jeffrey P Sells $671.3M of AMZN on 5/3/16-5/5/16,05-05-16
FAA to announce new drone initiative,05-06-15
Amazon circling U.K. grocery sector?,05-06-18
Disney's 'Avengers: Endgame' Helps Boost Second-Quarter Box Office Over Tough 2018 Comparison,05-06-19
"Amazon Publishes 2019 SMB Impact Report; Launches “Build Your Business with Amazon” Website to Help Businesses, Authors, and Developers Succeed with Support from Amazon",05-07-19
Amazon Go opens its doors in New York,05-07-19
"Analyst Actions: Telsey Advisory Group Initiates Coverage on Amazon.com with Outperform Rating, Sets Price Target at $1,900",05-07-18
"Analyst Actions: Telsey Initiates Coverage of Amazon.com with Outperform Rating, $1,900 PT; Shares Edge Higher Pre Bell",05-07-18
Telsey Advisory Group: Amazon could take 10% of retail market,05-07-18
Merkle: Amazon pulls Google Shopping program,05-07-18
"Jumia Technologies Has 'Massive Potential' for Growth on Africa E-Commerce Trends, Berenberg Says",05-07-19
Amazon up 2.2% after Bernstein sets $600 target,05-07-15
"Market Chatter: Amazon Pulls Google Shopping Program, Merkle Says",05-07-18
"Amazon.com, Inc. Announces Commencement of Offer to Exchange Certain Outstanding Unregistered Notes for New Registered Notes",05-07-18
"Snap CFO Vollero To Leave, Amazon.com Exec to Replace Him",05-07-18
Alibaba to let retailers outside China sell products - FT,05-08-19
"Abbott Announces National Reimbursement for FreeStyle® Libre in France, Providing Access to Revolutionary Technology for People with Diabetes",05-08-17
Artificial Intelligence Advancements Playing a Big Role for Identifying Sports Media and Social Media Consumer Behavior,05-08-17
"From the World’s Most Sought-After Public Speaker and Best-Selling Author of The 5 Second Rule, Kick Ass with Mel Robbins is Now Available Exclusively on Audible",05-08-18
Introducing All-New Blink XT2—The Next-Gen Outdoor/Indoor Smart Security Camera with Extended Battery Life and Enhanced Motion Detection for 25 Percent Less Than Blink XT,05-08-19
Amazon launches $90 Blink XT2 security camera,05-08-19
"Amazon bribed DoD cloud staff, says Oracle",05-08-19
"Market Chatter: Amazon Expected to Hit $1,100 Within 1 Year as FY17 Profit Forecast to Surge 40%, Barron's Says",05-08-17
Reuters: New slate of drone tests draw varied competitors,05-08-18
Market Chatter: Amazon.com Said to have Offered Jobs to Two Pentagon Staff Involved in $10 Bln Cloud Contract,05-08-19
Hackers drained Amazon seller accounts,05-08-19
"Microsoft, Samsung to launch call-capable smart speaker",05-08-17
"Market Chatter: Amazon Victimized by Hackers Last Year, Money Stolen from Sellers",05-08-19
Market Chatter: Amazon.com Expected to Unveil New Echo Device on Tuesday,05-08-17
"WSJ: Amazon Echo with screen, calling ability may come tomorrow",05-08-17
Target to test next-day delivery,05-09-17
U.S. to reveal drone program winners,05-09-18
"Telecommunications Companies Modernize, Diversify in Face of Competition",05-09-18
Introducing Amazon Experience Centers,05-09-18
"Audible Releases Robert A. Caro’s On Power, an Original Production Narrated by the Author",05-09-17
"SAP teams with Amazon, Google on cloud project",05-09-19
Amazon.com unveils smart speaker with screen for $230,05-09-17
Amazon lowers free shipping threshold to $25,05-09-17
"Sears Expands Amazon Collaborations With Tire-Installion Service, Bolstering Retailer's Stock",05-09-18
Senators want Amazon probed for child privacy,05-09-19
Midday Update: U.S. Stocks Climb as Oil Rally Offsets 3.0% 10-Year Yield,05-09-18
AWS head responds to Microsoft's cloud criticism,05-09-18
Amazon Selects Finalists to Compete at the Amazon Robotics Challenge Event in Japan This Summer,05-10-17
Ryanair Goes All-In on AWS,05-10-18
DoT announces drone project winners,05-10-18
Amazon to Build a Permanent Mary's Place Family Shelter within Its Seattle Headquarters,05-10-17
Ryanair Moves Infrastructure to Amazon Web Services,05-10-18
"Amazon Announces Amazon Video Direct, Giving Video Providers a Self-Service Program to Reach Amazon Customers, Including Tens of Millions of Prime Members",05-10-16
Lily Collins Performs Peter Pan for Audible,05-10-16
"Amazon Gains 2% on Launch of Self-Service Program ""Amazon Video Direct""",05-10-16
Amazon speaking with striking workers in Poland,05-10-19
"Acacia Research Strikes Settlement, License Deal With Amazon.com",05-10-16
New Microsoft tools target flagging bad content for advertisers,05-10-17
"--Analyst Actions: Bernstein Lifts Amazon PT to $1,000 from $770; Reiterates Buy Rating",05-10-16
Stocks Firm With Dow Trading at Highest Intraday Level in a Week,05-10-16
--Amazon.com Shares Hit New High at $701.93,05-10-16
Amazon.com Launches Direct Video Service in Challenge to Alphabet's YouTube,05-10-16
CNBC: Amazon.com has Alexa-based health/wellness initiative,05-10-18
Market Chatter: Amazon.com Working to Use Alexa in Health Care Field,05-10-18
MTNewswires After-Hours News Movers,05-10-18
Vice President Zapolsky David Files To Sell $751.9K of AMZN on 5/3/16,05-10-16
Chairman of the Board Bezos Jeffrey P Files To Sell $683.9M of AMZN on 5/3/16,05-10-16
"Audible Listeners Can Now Give Complete Audible Audio Titles Free to Family, Friends and Colleagues",05-11-16
"Clarkson, Hammond & May Announce The Name Of Their Amazon Prime Show",05-11-16
Amazon to Open Fulfillment Center in Carteret Creating Hundreds of Full-Time Jobs,05-11-15
Retail stocks torched after Macy's lights the fuse,05-11-17
Amazon rambles to all-time high amid retail chaos,05-11-16
The Technology Sector is Heating Up,05-11-16
"Handmade at Amazon Expanding by Popular Demand: Introduces Accessories, Baby and Toys & Games Categories",05-12-16
Amazon Announces Second Indie Literary Prize Contest for Spanish-Language Authors,05-12-15
Amazon thinks big with new delivery push,05-12-17
"Amazon.com, Inc. (Nasdaq: AMZN) to Ring The Nasdaq Stock Market Opening Bell",05-12-17
Rudyard Kipling’s The Jungle Book wins Excellence in Production and Best Audio Drama Audie Awards for Audible Studios,05-12-16
Market Chatter: Wal-Mart Launches Two-Day Free Shipping Service Pilot to Compete with Amazon,05-12-16
Market Chatter: Amazon.com Said to Plan Aggressive Push Into Furniture and Appliances; Wayfair Shares Slide,05-12-17
Wal-Mart Stores Speeds Up Shipping Times in Challenge to Amazon.com,05-12-16
Amazon.com Touches New Record High; Billionaire Investor Cuban Discloses Company as Biggest Holding,05-12-17
"Stocks End Mostly Weaker as Retail, Banking Sectors Weigh",05-12-17
Employees Turned Entrepreneurs: New Amazon Initiative Helps Employees Start Their Own Package Delivery Business,05-13-19
Market Chatter: Amazon Installs Packaging Machines to Replace Workers at Several Warehouses,05-13-19
"Market Chatter: Amazon Rolls Out Machines That Box Customer Orders, Potentially Automating Thousands of Jobs",05-13-19
Amazon to fund ex-employee private delivery startups,05-13-19
Amazon rolling out packing automation - Reuters,05-13-19
"Retail sales dazzle, retail stocks not so much",05-13-16
Sprint to Offer 12-Months Amazon Prime Membership to Customers Who Sign Up for 'Better Choice XXL' Plan,05-13-16
Amazon to Help Employees Launch Their Own Package-Delivery Company,05-13-19
Uber Drops 11% After CEO Dara Khosrowshahi Admits Stock Trading Was Disappointing,05-13-19
"Bridgewater Associates Cuts Stakes in Apple, Pepsi, Oracle, Facebook; Raises Stake in Intel, Express Scripts and Ralph Lauren; Liquidates Amazon and Gap",05-13-16
Amazon Web Services Announces AWS Educate to Accelerate Cloud Learning in the Classroom,05-14-15
One-day shipping latest retail salvo,05-14-19
Walmart Offers Free Next Day Delivery,05-14-19
"WPP survey names Amazon, Alibaba most valuable",05-14-19
Retail heavyweights on tap for earnings amid disruptive backdrop,05-14-16
"Adobe, Amazon team for Magento stores",05-14-19
Walmart Plans Free Next-Day Shipping on Most Popular Purchases in Challenge to Amazon,05-14-19
Bloomberg: Amazon planning display ad tool; Criteo -2.5%,05-14-18
Market Chatter: Criteo Shares Drop on Report Amazon Plans Display Ad Tool,05-14-18
Pentagon explains single winner for cloud contract,05-14-18
Amazon Continues Investment and Growth in Ohio with New West Jefferson Fulfillment Center,05-14-18
Seattle scales back tax on Amazon,05-15-18
Amazon.com to Open 6th Fulfillment Center in Ohio,05-15-18
Alibaba reports strong Q4,05-15-19
"Symantec Shares Rise as Amazon, Best Buy to Offer Pre-Orders of Norton Core Secure Wi-Fi Router",05-15-17
Verizon Selects AWS as its Preferred Public Cloud Provider,05-15-18
Amazon.com Dives into Summer with the Launch of Its 2017 Summer Toy List,05-15-17
John David Washington Receives an IMDb STARmeter Award at the Cannes Film Festival,05-15-18
Amazon moves into blockchain,05-15-18
Fire TV active users top Roku,05-15-19
Amazon.com's Web Services Unit Gets Contract From Verizon Communications,05-15-18
JPMorgan: Amazon will match Walmart in US sales by 2021,05-15-18
JPMorgan calls out the retail survivors,05-15-17
Amazon.com Resuming Planning on Seattle Building Following Scaled-Down 'Head Tax',05-15-18
The Trade Desk Rises 7% After CEO Appears on Jim Cramer's Mad Money on CNBC,05-15-19
Buffett's Amazon stake valued at ~$860M,05-15-19
Amazon.com Edges Up After Berkshire Hathaway Says It Owns $860.6 Mln Shares at March-End,05-15-19
"Amazon Go expands, price cut at Whole Foods",05-16-18
Amazon to expand private-label offerings,05-16-16
"Happy Anniversary, Amazon!",05-16-17
What to look for in Walmart's earnings,05-16-19
"Amazon.com Offering 10% Off Whole Foods Sale Items, Weekly 'Deep Discounts' for Prime Members",05-16-18
Cutting-edge Lighting Solutions Market Indicating Steady Growth as Industry Opportunities Expand,05-16-17
SoftBank leads $200M round in Indian grocer,05-16-19
"Amazon Providing Access to Over 9 Million School Breakfasts for More Than 50,000 Students in 450 Schools Across the U.S.",05-16-19
"Introducing the All-New Amazon Fire 7: Faster Processor, 2x the Storage, and Alexa Hands-Free—Still Only $49.99",05-16-19
"Introducing the All-New Fire 7 Kids Edition—The Next Generation of Amazon’s Most Affordable Kids Tablet, With Access to Over 20,000 Kid-Friendly Titles",05-16-19
"Market Chatter: Amazon.com Slips 1%, to Roll Out Private Label Offerings",05-16-16
Amazon Alexa developers get eight new voices,05-16-18
"Whole Foods Offering Discounts, Sales For Amazon Prime Members as Grocery Wars Heat Up",05-16-18
Amazon Prime casts a large shadow in grocery sector,05-16-18
"Amazon Opens Pre-Orders for All-New Fire 7, Fire 7 Kids Edition",05-16-19
Bezos-Buffett-Dimon JV struggling to find CEO - CNBC,05-16-18
NBC News: Amazon has visited all 20 HQ2 finalists,05-16-18
"Tiger Global Mgmt Cuts Stakes in Apple, Amazon; Boosts Holdings in Etsy",05-16-16
Amazon could buy Google's ad tech rival - Bloomberg,05-16-19
"Market Chatter: Amazon, J.P Morgan Chase, Berkshire Hathaway JV on Healthcare Struggles to Find CEO",05-16-18
Market Chatter: Amazon.com Said to be Getting Closer to Announcing Sizmek Acquisition,05-16-19
"Apple Looks at Northern Virginia, North Carolina as Potential Sites for New Campus",05-16-18
IMDb Bids Farewell to HBO’s Game of Thrones,05-16-19
Amazon Announces New Tucson Fulfillment Center,05-16-18
Amazon mulls backing Uber Eats competitor - Sky,05-16-19
Market Chatter: Amazon.com In Talks to Invest in Deliveroo,05-16-19
Google rolling out Buy buttons; European carriers eye ad-blocking software,05-16-15
MTNewswires After-Hours News Movers,05-16-19
Morgan Stanley selects 30 stocks for a three-year sideways market,05-16-18
SAP Business-Critical Applications Gaining Momentum on AWS,05-17-16
It's official! Amazon takes slice of Deliveroo,05-17-19
VP of Alexa leaves Amazon,05-17-18
Amazon pharmacy on the horizon,05-17-17
Amazon Leads $575 Mln Funding Round for British Food Delivery Startup Deliveroo,05-17-19
"Amazon Restaurants Launches Fast, Free Delivery on Prime Now Across Manhattan",05-17-16
"Amazon Restaurants Launches Fast, Free One-Hour Delivery on Prime Now in Dallas",05-17-16
"Amazon.com starts Free One-Hour Delivery on Prime Now in Manhattan, Dallas",05-17-16
Amazon Announces the Third Indie Literary Prize for Spanish-Language Authors,05-17-16
Sabre Unveils Collaboration With Amazon Web Services; Shares Gain Pre-Market,05-17-16
Dish +2.8%; said to be in wireless network talks with Amazon,05-17-17
Amazon Research Awards Honor Outstanding Academic Projects in Artificial Intelligence,05-17-18
Introducing the All-New Fire 7 Kids Edition and Fire HD 8 Kids Edition—Next Generation Tablets Built from the Ground Up for Kids,05-17-17
Introducing the All-New Amazon Fire 7 and Fire HD 8 with Amazon Alexa,05-17-17
Amazon Adds New Alexa Features for Fire TV,05-17-16
Market Chatter: DISH Network In Talks with Amazon On New Wireless Network,05-17-17
Sector Update: Consumer Heavyweights Decline Pre-Bell Friday,05-17-19
"Introducing Goodreads Deals: Hand-Picked Ebook Deals, Personalized to Your Want to Read List, Favorite Authors, and Genres You Love",05-17-16
Target Hires Mark Tritton to Become Chief Merchandising Officer,05-17-16
Einhorn hangs tough as value approach takes a beating: Bloomberg,05-17-18
Kroger-Ocado deal shakes up online grocery,05-17-18
"Roku Emphasizes Growing Viewership, Improved Inventory-Mix, Ad Monetization During Investor Meeting",05-17-18
Pharmacy operators under pressure on Amazon threat,05-17-17
Wireless tower stocks riding high after Amazon-Dish report,05-17-17
Amazon adds flights to Indian Pay,05-17-19
Audible’s Next Chapter in Newark Begins with Grand Opening of Its Innovation Cathedral,05-17-19
Fastly Jumps as Cloud-Computing Company Shares Open Well Above IPO Price,05-17-19
"Market Chatter: VP of Alexa Departs Amazon, CNBC Says",05-17-18
"Coupa Software Buys Riskopy, Inc.; Launches Open Buy with Amazon Business",05-17-17
"Market Chatter: Gap CEO Heard to Say that He'd Consider Amazon, Others as Marketing Partners: Bloomberg",05-17-16
Director Ryder Thomas O Sells $2.8M of AMZN on 5/16/16,05-17-16
GrubHub closes down 7.8% after news of Amazon's NYC food delivery move,05-17-16
